City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
67,Itarema,BR,2022-05-23 16:39:18,-2.9248,-39.9167,82.9,74,84,6.96
68,Butaritari,KI,2022-05-23 16:39:19,3.0707,172.7902,81.18,81,100,13.94
69,Khorixas,NA,2022-05-23 16:39:19,-20.3667,14.9667,71.01,17,1,10.96
70,Grand Gaube,MU,2022-05-23 16:39:19,-20.0064,57.6608,75.6,73,62,4.0
71,Neuruppin,DE,2022-05-23 16:39:20,52.9282,12.8031,73.09,51,93,11.5
72,Shimoda,JP,2022-05-23 16:39:20,34.6667,138.95,64.09,83,100,5.1
73,Namibe,AO,2022-05-23 16:39:20,-15.1961,12.1522,71.44,70,0,8.32
74,Guerrero Negro,MX,2022-05-23 16:39:14,27.9769,-114.0611,65.64,61,25,13.31
75,San Joaquin,US,2022-05-23 16:39:21,37.9333,-121.3011,79.54,31,0,10.36
76,Dikson,RU,2022-05-23 16:39:21,73.5069,80.5464,19.11,87,9,8.03
77,Lavrentiya,RU,2022-05-23 16:39:21,65.5833,-171.0,36.39,65,37,1.25
78,Port Lincoln,AU,2022-05-23 16:39:22,-34.7333,135.8667,62.42,67,86,13.29
79,Cabra,ES,2022-05-23 16:39:22,37.4725,-4.4421,85.66,34,13,1.99
80,Ponta Do Sol,PT,2022-05-23 16:39:22,32.6667,-17.1,73.13,69,12,2.15
81,Castro,BR,2022-05-23 16:39:23,-24.7911,-50.0119,66.81,42,99,4.68
82,Santa Maria,BR,2022-05-23 16:39:23,-29.6842,-53.8069,61.9,77,0,3.44
83,Upata,VE,2022-05-23 16:39:23,8.0086,-62.3989,80.19,70,100,8.57
84,Severo-Kurilsk,RU,2022-05-23 16:39:24,50.6789,156.125,40.71,98,100,14.83
85,Woodstock,CA,2022-05-23 16:38:51,43.1334,-80.7497,59.43,54,100,7.0
86,Vestmanna,FO,2022-05-23 16:39:24,62.1564,-7.1664,47.32,87,100,6.91
87,Hermanus,ZA,2022-05-23 16:39:25,-34.4187,19.2345,59.81,78,100,12.19
88,Hithadhoo,MV,2022-05-23 16:39:25,-0.6,73.0833,83.95,74,16,12.33
89,Ilulissat,GL,2022-05-23 16:39:25,69.2167,-51.1,32.02,93,100,19.57
90,Pacific Grove,US,2022-05-23 16:39:26,36.6177,-121.9166,66.2,75,0,8.99
91,Kaitangata,NZ,2022-05-23 16:39:26,-46.2817,169.8464,51.87,76,49,15.57
92,Vila Franca Do Campo,PT,2022-05-23 16:40:27,37.7167,-25.4333,68.2,84,99,6.13
93,Hengshan,CN,2022-05-23 16:40:27,45.2,130.9167,57.04,81,100,5.21
94,Vrnjacka Banja,RS,2022-05-23 16:40:27,43.6167,20.9,72.63,71,93,2.66
95,Provideniya,RU,2022-05-23 16:40:28,64.3833,-173.3,47.05,52,100,2.86
96,Cherskiy,RU,2022-05-23 16:40:28,68.75,161.3,50.31,52,96,15.08
97,Constitucion,CL,2022-05-23 16:40:28,-35.3333,-72.4167,54.64,91,100,1.59
98,Puerto Carreno,CO,2022-05-23 16:40:08,6.189,-67.4859,85.98,66,20,5.75
99,Mandiana,GN,2022-05-23 16:40:29,10.6333,-8.6833,92.41,33,87,10.29
100,Talnakh,RU,2022-05-23 16:40:29,69.4865,88.3972,33.21,94,100,2.21
101,Freeport,US,2022-05-23 16:40:30,40.6576,-73.5832,73.98,44,0,14.97
102,Evensk,RU,2022-05-23 16:40:30,61.95,159.2333,39.51,82,74,3.02
103,Bud,US,2022-05-23 16:40:30,39.447,-86.1758,62.89,53,100,13.71
104,Ferme-Neuve,CA,2022-05-23 16:40:31,46.7001,-75.4493,53.49,46,74,5.77
105,Lorengau,PG,2022-05-23 16:40:31,-2.0226,147.2712,82.96,72,99,11.79
106,Haines Junction,CA,2022-05-23 16:40:31,60.7522,-137.5108,44.55,61,100,2.3
107,Morondava,MG,2022-05-23 16:40:32,-20.2833,44.2833,77.85,74,0,11.88
108,Longyearbyen,SJ,2022-05-23 16:40:33,78.2186,15.6401,37.24,87,75,0.0
109,Sehithwa,BW,2022-05-23 16:40:33,-20.4667,22.7167,61.34,34,0,5.44
110,Adrar,MR,2022-05-23 16:40:34,20.5022,-10.0711,105.75,7,22,4.74
111,Bajil,YE,2022-05-23 16:40:34,15.0584,43.2851,88.29,56,2,7.34
112,Havre-Saint-Pierre,CA,2022-05-23 16:40:35,50.2334,-63.5986,53.96,43,0,12.66
113,Saskylakh,RU,2022-05-23 16:40:35,71.9167,114.0833,28.44,95,99,12.24
114,Udankudi,IN,2022-05-23 16:40:35,8.4333,78.0167,85.55,65,96,9.08
115,Staryy Nadym,RU,2022-05-23 16:40:36,65.6118,72.6842,45.48,60,67,3.6
116,Denizli,TR,2022-05-23 16:40:36,37.8402,29.0698,72.75,47,75,5.93
117,Arima,TT,2022-05-23 16:40:36,10.6333,-61.2833,88.5,74,20,8.99
118,La Asuncion,VE,2022-05-23 16:40:37,11.0333,-63.8628,80.8,73,79,16.55
119,Saint George,US,2022-05-23 16:36:17,37.1041,-113.5841,74.79,20,0,4.0
120,Dorchester,US,2022-05-23 16:40:37,33.1002,-80.3831,86.36,70,75,8.05
121,Sakakah,SA,2022-05-23 16:40:37,29.9697,40.2064,85.57,21,0,13.02
122,Kavaratti,IN,2022-05-23 16:40:38,10.5669,72.642,83.57,82,100,15.28
123,Ribeira Grande,PT,2022-05-23 16:40:38,38.5167,-28.7,64.8,94,40,13.8
124,Vao,NC,2022-05-23 16:40:39,-22.6667,167.4833,72.21,79,100,21.41
125,Puerto Ayora,EC,2022-05-23 16:40:39,-0.7393,-90.3518,80.56,95,63,3.0
126,Alugan,PH,2022-05-23 16:40:39,12.2188,125.4808,79.86,85,13,5.93
127,Inuvik,CA,2022-05-23 16:40:40,68.3499,-133.7218,20.41,76,100,4.61
128,Jiwani,PK,2022-05-23 16:40:40,25.05,61.7417,84.45,85,0,9.06
129,Talcahuano,CL,2022-05-23 16:40:40,-36.7167,-73.1167,51.48,87,100,6.91
130,Faanui,PF,2022-05-23 16:40:41,-16.4833,-151.75,81.07,72,10,14.7
131,Mehamn,NO,2022-05-23 16:40:41,71.0357,27.8492,44.55,70,0,11.5
132,Puerto Plata,DO,2022-05-23 16:40:41,19.7934,-70.6884,89.51,70,20,18.41
133,Balangiga,PH,2022-05-23 16:40:42,11.1097,125.3875,78.8,89,34,3.69
134,Hilo,US,2022-05-23 16:36:55,19.7297,-155.09,77.29,81,75,3.44
135,Bredasdorp,ZA,2022-05-23 16:40:42,-34.5322,20.0403,59.4,79,100,5.61
136,Findlay,US,2022-05-23 16:41:24,41.0442,-83.6499,60.98,63,75,12.66
137,Maragogi,BR,2022-05-23 16:40:10,-9.0122,-35.2225,80.13,78,25,14.65
138,Ca Mau,VN,2022-05-23 16:41:43,9.1769,105.15,78.76,86,100,2.8
139,Rocha,UY,2022-05-23 16:41:43,-34.4833,-54.3333,64.63,58,97,7.38
140,Upernavik,GL,2022-05-23 16:41:44,72.7868,-56.1549,30.6,94,100,4.79
141,Bilma,NE,2022-05-23 16:41:44,18.6853,12.9164,98.01,7,99,4.85
142,Monte Patria,CL,2022-05-23 16:41:44,-30.6919,-70.9467,74.5,26,100,4.65
143,Grindavik,IS,2022-05-23 16:41:45,63.8424,-22.4338,50.47,66,75,8.05
144,Waingapu,ID,2022-05-23 16:41:45,-9.6567,120.2641,77.09,85,8,5.64
145,San Jose,US,2022-05-23 16:40:43,37.3394,-121.895,72.91,53,20,4.61
146,Tateyama,JP,2022-05-23 16:41:45,34.9833,139.8667,63.32,76,98,4.36
147,Kabo,CF,2022-05-23 16:41:46,7.6994,18.629,76.28,81,100,12.1
148,Vila Velha,BR,2022-05-23 16:41:27,-20.3297,-40.2925,76.95,61,75,11.5
149,Arraial Do Cabo,BR,2022-05-23 16:41:46,-22.9661,-42.0278,76.96,57,40,17.27
150,Klaksvik,FO,2022-05-23 16:41:46,62.2266,-6.589,49.12,87,67,9.46
151,Khatanga,RU,2022-05-23 16:41:47,71.9667,102.5,26.22,87,35,10.65
152,Barrow,US,2022-05-23 16:41:47,71.2906,-156.7887,21.22,86,100,19.57
153,Calama,CL,2022-05-23 16:41:48,-22.4667,-68.9333,66.69,8,0,9.22
154,Iquitos,PE,2022-05-23 16:41:48,-3.7481,-73.2472,82.44,78,75,4.61
155,Dabakala,CI,2022-05-23 16:41:49,8.3667,-4.4333,85.96,54,90,5.26
156,Phalodi,IN,2022-05-23 16:41:49,27.1333,72.3667,90.5,8,0,4.56
157,Boende,CD,2022-05-23 16:41:49,-0.2167,20.8667,71.64,98,99,5.66
158,Rafsanjan,IR,2022-05-23 16:41:50,30.4067,55.9939,84.51,7,0,5.37
159,Cabo San Lucas,MX,2022-05-23 16:41:50,22.8909,-109.9124,84.61,55,0,6.91
160,Krasnovishersk,RU,2022-05-23 16:41:51,60.4078,57.082,36.91,87,98,2.48
161,Flin Flon,CA,2022-05-23 16:41:25,54.7682,-101.865,51.6,52,100,8.12
162,Caravelas,BR,2022-05-23 16:41:51,-17.7125,-39.2481,73.76,72,67,7.23
163,Bridgetown,BB,2022-05-23 16:41:51,13.1,-59.6167,88.29,58,20,17.27
164,La Pintada,CO,2022-05-23 16:41:52,5.7487,-75.6063,87.35,55,79,2.53
165,Qaqortoq,GL,2022-05-23 16:41:52,60.7167,-46.0333,37.81,66,97,8.32
166,Loukhi,RU,2022-05-23 16:41:52,66.0764,33.0381,44.49,44,94,6.64
167,Lugovoy,KZ,2022-05-23 16:41:53,42.9472,72.7644,51.57,76,93,2.24
168,Airai,TL,2022-05-23 16:41:53,-8.9266,125.4092,59.36,82,47,2.64
169,Visby,SE,2022-05-23 16:41:54,57.6409,18.296,60.06,44,0,4.61
170,Geraldton,AU,2022-05-23 16:41:54,-28.7667,114.6,66.61,63,100,19.57
171,Wagar,SD,2022-05-23 16:41:54,16.1525,36.2032,102.15,15,0,6.11
172,Kyabram,AU,2022-05-23 16:41:55,-36.3167,145.05,46.87,85,0,5.28
173,Aksarka,RU,2022-05-23 16:41:55,66.5606,67.7975,39.38,90,100,5.28
174,Santa Rosa,PH,2022-05-23 16:41:55,14.3122,121.1114,81.1,91,53,0.49
175,Gawler,AU,2022-05-23 16:41:56,-34.6,138.7333,62.24,68,19,8.86
176,Sitka,US,2022-05-23 16:41:56,57.0531,-135.33,46.29,87,100,13.8
177,Labrea,BR,2022-05-23 16:41:56,-7.2586,-64.7981,89.92,46,66,2.91
178,Saldanha,ZA,2022-05-23 16:41:57,-33.0117,17.9442,60.24,88,38,4.79
179,Labuhan,ID,2022-05-23 16:41:57,-6.8844,112.2051,80.2,83,100,9.46
180,Port Elizabeth,ZA,2022-05-23 16:41:57,-33.918,25.5701,63.1,88,0,8.05
181,Ostrovnoy,RU,2022-05-23 16:42:58,68.0531,39.5131,31.64,90,100,18.12
182,Victoria,HK,2022-05-23 16:40:35,22.2855,114.1577,78.19,93,100,10.0
183,Ler,SS,2022-05-23 16:42:58,8.3018,30.1418,88.68,37,40,4.45
184,Coahuayana,MX,2022-05-23 16:42:59,18.7333,-103.6833,88.54,51,29,7.2
185,Aklavik,CA,2022-05-23 16:42:59,68.2191,-135.0107,29.35,66,98,3.27
186,Anadyr,RU,2022-05-23 16:42:59,64.75,177.4833,37.9,81,0,6.71
187,Svobodnyy,RU,2022-05-23 16:43:00,51.4,128.1333,45.12,79,100,12.26
188,Beringovskiy,RU,2022-05-23 16:43:00,63.05,179.3167,38.05,81,100,2.98
189,Wanning,CN,2022-05-23 16:43:00,18.8003,110.3967,79.5,94,100,4.21
190,Prince Albert,CA,2022-05-23 16:41:25,53.2001,-105.7677,53.55,47,75,8.05
191,Fort Nelson,CA,2022-05-23 16:41:25,58.8053,-122.7002,47.79,66,75,3.44
192,Podosinovets,RU,2022-05-23 16:43:01,60.2776,47.0659,32.97,97,100,1.72
193,Kruisfontein,ZA,2022-05-23 16:43:02,-34.0033,24.7314,60.89,84,71,4.34
194,Port Hardy,CA,2022-05-23 16:42:16,50.6996,-127.4199,48.38,93,100,9.22
195,Jibuti,DJ,2022-05-23 16:42:30,11.5,42.5,93.36,20,24,6.73
196,East London,ZA,2022-05-23 16:43:02,-33.0153,27.9116,63.54,82,0,6.91
197,Parabel,RU,2022-05-23 16:43:03,58.6978,81.4825,53.89,56,87,8.14
198,Mahebourg,MU,2022-05-23 16:43:03,-20.4081,57.7,75.49,69,75,11.5
199,Liverpool,GB,2022-05-23 16:43:03,53.4106,-2.9779,59.9,73,40,13.8
200,Cockburn Town,TC,2022-05-23 16:42:05,21.4612,-71.1419,84.16,61,40,13.8
201,San Luis,AR,2022-05-23 16:41:04,-33.295,-66.3356,67.37,33,100,2.1
202,Kaihua,CN,2022-05-23 16:43:06,23.3687,104.28,60.75,98,100,3.24
203,Vallenar,CL,2022-05-23 16:43:06,-28.5708,-70.7581,79.79,17,45,4.65
204,Qandala,SO,2022-05-23 16:43:07,11.472,49.8728,88.54,53,85,4.32
205,Dillon,US,2022-05-23 16:43:07,34.4166,-79.3712,87.94,56,100,5.23
206,Kibungo,RW,2022-05-23 16:43:07,-2.1597,30.5427,68.92,90,98,2.21
207,Voi,KE,2022-05-23 16:43:09,-3.3945,38.563,73.78,62,95,9.89
208,Axim,GH,2022-05-23 16:43:09,4.8699,-2.2405,81.25,74,63,8.23
209,Muisne,EC,2022-05-23 16:43:10,0.6,-80.0333,78.85,84,100,11.77
210,Havoysund,NO,2022-05-23 16:43:10,70.9963,24.6622,50.23,71,41,12.93
211,Fairbanks,US,2022-05-23 16:43:10,64.8378,-147.7164,49.23,50,0,12.66
212,Tsumeb,NA,2022-05-23 16:43:11,-19.2333,17.7167,63.61,28,0,8.08
213,Broken Hill,AU,2022-05-23 16:43:11,-31.95,141.4333,55.0,72,0,5.01
214,Carmen,MX,2022-05-23 16:43:11,18.6333,-91.8333,87.33,56,22,12.59
215,Iralaya,HN,2022-05-23 16:43:12,15.0,-83.2333,83.55,70,77,13.09
216,Poway,US,2022-05-23 16:42:54,32.9628,-117.0359,68.5,78,100,5.75
217,Shubarkuduk,KZ,2022-05-23 16:41:19,49.1447,56.4872,64.99,43,99,14.36
218,Olafsvik,IS,2022-05-23 16:43:12,64.8945,-23.7142,45.05,74,70,4.47
219,Kutum,SD,2022-05-23 16:43:13,14.2,24.6667,86.9,12,4,10.87
220,Sassandra,CI,2022-05-23 16:43:13,4.95,-6.0833,80.1,79,74,9.1
221,Vardo,NO,2022-05-23 16:43:13,70.3705,31.1107,37.38,87,75,17.27
222,Bone,DE,2022-05-23 16:43:14,51.9669,12.1396,73.26,51,90,9.08
223,Kudahuvadhoo,MV,2022-05-23 16:43:14,2.6708,72.8944,84.04,75,75,13.06
224,Amapa,BR,2022-05-23 16:43:15,1.0,-52.0,75.87,95,54,3.27
225,Moshupa,BW,2022-05-23 16:43:15,-24.7782,25.4155,59.18,54,4,6.67
226,Arak,IR,2022-05-23 16:44:15,34.0917,49.6892,72.01,17,16,17.02
227,Koutsouras,GR,2022-05-23 16:44:16,35.0339,25.9469,71.11,74,3,4.14
228,Bambous Virieux,MU,2022-05-23 16:44:16,-20.3428,57.7575,75.45,69,75,11.5
229,Abhar,IR,2022-05-23 16:44:16,36.1468,49.218,68.47,29,58,27.65
230,Tessalit,ML,2022-05-23 16:44:17,20.1986,1.0114,98.92,15,1,14.76
231,Yulara,AU,2022-05-23 16:44:17,-25.2406,130.9889,64.76,42,100,7.09
232,Souris,CA,2022-05-23 16:44:18,49.6172,-100.2612,59.74,42,14,12.44
233,Margate,GB,2022-05-23 16:44:18,51.3813,1.3862,56.7,88,100,4.0
234,Mananjary,MG,2022-05-23 16:44:19,-21.2167,48.3333,70.92,82,7,5.79
235,Moranbah,AU,2022-05-23 16:44:19,-22.0016,148.0466,60.91,92,38,12.48
236,Meulaboh,ID,2022-05-23 16:44:19,4.1363,96.1285,78.48,86,99,2.84
237,Gazli,UZ,2022-05-23 16:44:20,40.1333,63.45,75.94,18,0,10.09
238,Pilot Butte,CA,2022-05-23 16:44:20,50.4668,-104.4178,61.66,31,20,6.91
239,Saint-Philippe,RE,2022-05-23 16:44:20,-21.3585,55.7679,72.99,84,39,11.54
240,Aksu,CN,2022-05-23 16:44:21,41.1231,80.2644,79.21,20,100,8.28
241,Bloomfield,US,2022-05-23 16:44:21,40.8068,-74.1854,75.16,42,0,13.8
242,Kyra,RU,2022-05-23 16:44:21,49.5776,111.9753,49.24,53,100,3.96
243,Yellowknife,CA,2022-05-23 16:40:25,62.456,-114.3525,36.12,69,75,4.61
244,Moreno Valley,US,2022-05-23 16:39:39,33.9375,-117.2306,85.95,72,20,4.61
245,Druzhnaya Gorka,RU,2022-05-23 16:44:22,59.2761,30.1425,53.55,63,61,4.54
246,Westport,US,2022-05-23 16:39:44,41.1415,-73.3579,73.74,47,0,10.36
247,Bethel,US,2022-05-23 16:42:58,41.3712,-73.414,72.48,53,0,9.22
248,Bengkulu,ID,2022-05-23 16:44:23,-3.8004,102.2655,77.95,85,95,4.43
249,Samagaltay,RU,2022-05-23 16:44:23,50.6022,95.0047,51.82,78,24,7.96
250,Avarua,CK,2022-05-23 16:44:23,-21.2078,-159.775,78.85,83,20,1.14
251,Tahoua,NE,2022-05-23 16:44:24,14.8888,5.2692,93.18,38,99,8.05
252,Yerbogachen,RU,2022-05-23 16:44:24,61.2767,108.0108,52.92,68,97,5.86
253,Hualmay,PE,2022-05-23 16:44:25,-11.0964,-77.6139,69.53,70,28,10.92
254,Hami,CN,2022-05-23 16:44:25,42.8,93.45,85.03,12,100,9.15
255,Tangara,BR,2022-05-23 16:44:25,-6.1994,-35.8017,80.02,78,90,11.16
256,Luan,CH,2022-05-23 16:44:26,46.3592,6.9759,66.83,72,85,13.0
257,Manyana,BW,2022-05-23 16:44:26,-23.4,21.7167,59.05,44,59,7.14
258,Novyy Urgal,RU,2022-05-23 16:44:26,51.0736,132.5642,48.06,98,100,1.1
259,Xanlar,AZ,2022-05-23 16:44:27,40.5869,46.3158,54.91,82,75,20.71
260,Gat,IL,2022-05-23 16:44:27,31.61,34.7642,73.78,44,0,4.56
261,Sobolevo,RU,2022-05-23 16:44:27,54.4299,31.8996,50.5,71,21,8.99
262,Asau,RO,2022-05-23 16:44:28,46.4333,26.4,60.28,86,93,1.28
263,Ulcinj,ME,2022-05-23 16:44:28,41.9294,19.2244,79.02,72,81,4.25
264,Bambanglipuro,ID,2022-05-23 16:44:28,-7.95,110.2833,78.1,82,99,5.95
265,Katobu,ID,2022-05-23 16:44:29,-4.9408,122.5276,75.94,92,97,5.55
266,Bardiyah,LY,2022-05-23 16:44:29,31.7561,25.0865,70.59,58,0,10.11
267,Toora-Khem,RU,2022-05-23 16:44:30,52.4675,96.11,50.92,92,40,3.83
268,Isangel,VU,2022-05-23 16:44:30,-19.55,169.2667,77.05,82,48,10.71
269,Roald,NO,2022-05-23 16:44:30,62.5833,6.1333,61.16,76,75,4.61
270,Luoyang,CN,2022-05-23 16:44:31,34.6836,112.4536,72.63,53,12,1.68
271,Rincon,US,2022-05-23 16:44:31,32.296,-81.2354,85.91,67,100,9.22
272,Pontalina,BR,2022-05-23 16:44:31,-17.525,-49.4472,85.53,22,3,4.07
273,Saint-Paul,RE,2022-05-23 16:44:32,-21.0096,55.2707,73.51,79,3,3.02
274,Sabzevar,IR,2022-05-23 16:45:33,36.2126,57.6819,78.08,13,0,4.61
275,Traverse City,US,2022-05-23 16:45:33,44.7631,-85.6206,58.73,36,20,9.22
276,Rio Gallegos,AR,2022-05-23 16:45:34,-51.6226,-69.2181,37.45,56,20,18.41
277,Los Llanos De Aridane,ES,2022-05-23 16:45:34,28.6585,-17.9182,69.12,77,75,16.11
278,Sambava,MG,2022-05-23 16:45:34,-14.2667,50.1667,74.25,78,16,12.66
279,Rundu,NA,2022-05-23 16:45:35,-17.9333,19.7667,60.69,33,0,4.81
280,Naples,IT,2022-05-23 16:43:16,40.8333,14.25,78.85,63,0,8.05
281,Tasiilaq,GL,2022-05-23 16:45:35,65.6145,-37.6368,35.76,99,100,10.65
282,Nyurba,RU,2022-05-23 16:45:35,63.2842,118.3319,55.44,61,100,9.89
283,Bubaque,GW,2022-05-23 16:45:36,11.2833,-15.8333,78.22,74,96,17.22
284,Palmer,US,2022-05-23 16:45:36,42.1584,-72.3287,71.58,46,75,18.41
285,Pavlodar,KZ,2022-05-23 16:45:36,52.3,76.95,55.2,38,0,8.95
286,Jaguey Grande,CU,2022-05-23 16:45:38,22.5269,-81.1286,94.32,37,90,9.1
287,Kamsack,CA,2022-05-23 16:45:38,51.5667,-101.9009,59.45,42,33,14.56
288,Muros,ES,2022-05-23 16:45:38,42.7762,-9.0603,66.69,58,17,14.23
289,Batagay-Alyta,RU,2022-05-23 16:45:39,67.8006,130.4114,29.55,86,67,3.36
290,Panaba,MX,2022-05-23 16:45:39,21.2833,-88.2667,96.35,34,50,11.5
291,Rabo De Peixe,PT,2022-05-23 16:45:39,37.8,-25.5833,67.28,89,75,12.66
292,Borgarnes,IS,2022-05-23 16:45:40,64.5383,-21.9206,54.81,58,95,1.99
293,Thompson,CA,2022-05-23 16:42:17,55.7435,-97.8558,50.16,57,75,16.11
294,Lethem,GY,2022-05-23 16:45:40,3.3803,-59.7968,83.77,66,81,6.06
295,Mount Isa,AU,2022-05-23 16:45:41,-20.7333,139.5,64.17,55,0,8.05
